Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
22.06.2024 07:00,41,0.495,19.1
22.06.2024 06:50,41,0.495,19.1
22.06.2024 06:40,40,0.452,19.1
22.06.2024 06:30,40,0.452,19.1
22.06.2024 06:20,41,0.495,19.1
22.06.2024 06:10,41,0.495,19.1
22.06.2024 06:00,41,0.495,19.2
22.06.2024 05:00,41,0.495,19.3
22.06.2024 04:00,41,0.495,19.4
22.06.2024 03:00,40,0.452,19.5
22.06.2024 02:00,41,0.495,19.7
22.06.2024 01:00,40,0.452,19.9
22.06.2024 00:00,40,0.452,20.2
21.06.2024 23:00,40,0.452,20.5
21.06.2024 22:00,40,0.452,21
21.06.2024 21:00,40,0.452,21.6
21.06.2024 20:00,41,0.495,22.5
21.06.2024 19:00,40,0.452,23.5
21.06.2024 18:00,39,0.412,23.7
21.06.2024 17:00,25,0.0822,23.5
21.06.2024 16:00,25,0.0822,23.2
21.06.2024 15:00,25,0.0822,22.8
21.06.2024 14:00,25,0.0822,22.4
21.06.2024 13:00,25,0.0822,22
21.06.2024 12:00,25,0.0822,21.7
21.06.2024 11:00,24,0.0711,21.4
21.06.2024 10:00,18,0.0215,21.3
21.06.2024 09:00,25,0.0822,21.2
21.06.2024 08:00,25,0.0822,21.2
21.06.2024 07:00,25,0.0822,21.1
