Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
09.02.2024 06:00,56,1.41,5.2
09.02.2024 05:50,56,1.41,5.2
09.02.2024 05:40,56,1.41,5.2
09.02.2024 05:30,56,1.41,5.2
09.02.2024 05:20,56,1.41,5.2
09.02.2024 05:10,56,1.41,5.2
09.02.2024 05:00,57,1.48,5.2
09.02.2024 04:00,56,1.41,5.2
09.02.2024 03:00,55,1.34,5.2
09.02.2024 02:00,56,1.41,5.2
09.02.2024 01:00,55,1.34,5.2
09.02.2024 00:00,54,1.27,5.2
08.02.2024 23:00,54,1.27,5.2
08.02.2024 22:00,53,1.2,5.2
08.02.2024 21:00,53,1.2,5.2
08.02.2024 20:00,53,1.2,5.2
08.02.2024 19:00,52,1.13,5.2
08.02.2024 18:00,50,1,5.1
08.02.2024 17:00,49,0.942,5.1
08.02.2024 16:00,49,0.942,5.1
08.02.2024 15:00,49,0.942,5.1
08.02.2024 14:00,49,0.942,5.1
08.02.2024 13:00,49,0.942,5
08.02.2024 12:00,47,0.82,5
08.02.2024 11:00,48,0.88,5
08.02.2024 10:00,47,0.82,5
08.02.2024 09:00,47,0.82,5
08.02.2024 08:00,47,0.82,5
08.02.2024 07:00,47,0.82,5
08.02.2024 06:00,47,0.82,5
