Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
15.07.2024 07:10,24,0.0744,22.3
15.07.2024 07:00,24,0.0744,22.3
15.07.2024 06:50,24,0.0744,22.2
15.07.2024 06:40,24,0.0744,22.2
15.07.2024 06:30,24,0.0744,22.2
15.07.2024 06:20,24,0.0744,22.2
15.07.2024 06:10,24,0.0744,22.2
15.07.2024 06:00,24,0.0744,22.2
15.07.2024 05:00,24,0.0744,22.1
15.07.2024 04:00,24,0.0744,22
15.07.2024 03:00,24,0.0744,21.7
15.07.2024 02:00,24,0.0744,21.3
15.07.2024 01:00,24,0.0744,20.9
15.07.2024 00:00,25,0.0849,20.7
14.07.2024 23:00,27,0.109,20.8
14.07.2024 22:00,48,0.873,21.2
14.07.2024 21:00,51,1.07,21.7
14.07.2024 20:00,50,1,22.4
14.07.2024 19:00,51,1.07,23.3
14.07.2024 18:00,50,1,24.6
14.07.2024 17:00,38,0.362,24.8
14.07.2024 16:00,27,0.109,24.6
14.07.2024 15:00,27,0.109,24.3
14.07.2024 14:00,27,0.109,24
14.07.2024 13:00,27,0.109,23.8
14.07.2024 12:00,27,0.109,23.6
14.07.2024 11:00,27,0.109,23.4
14.07.2024 10:00,27,0.109,23.2
14.07.2024 09:00,27,0.109,23.2
14.07.2024 08:00,27,0.109,23.2
14.07.2024 07:00,27,0.109,23.3
