Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
22.02.2024 06:00,49,0.942,7.5
22.02.2024 05:50,49,0.942,7.5
22.02.2024 05:40,49,0.942,7.5
22.02.2024 05:30,49,0.942,7.5
22.02.2024 05:20,49,0.942,7.5
22.02.2024 05:10,49,0.942,7.5
22.02.2024 05:00,49,0.942,7.5
22.02.2024 04:00,49,0.942,7.5
22.02.2024 03:00,49,0.942,7.5
22.02.2024 02:00,48,0.88,7.5
22.02.2024 01:00,49,0.942,7.5
22.02.2024 00:00,49,0.942,7.5
21.02.2024 23:00,49,0.942,7.5
21.02.2024 22:00,49,0.942,7.5
21.02.2024 21:00,49,0.942,7.5
21.02.2024 20:00,49,0.942,7.5
21.02.2024 19:00,49,0.942,7.5
21.02.2024 18:00,50,1,7.5
21.02.2024 17:00,49,0.942,7.5
21.02.2024 16:00,49,0.942,7.5
21.02.2024 15:00,50,1,7.5
21.02.2024 14:00,49,0.942,7.5
21.02.2024 13:00,50,1,7.5
21.02.2024 12:00,50,1,7.4
21.02.2024 11:00,50,1,7.4
21.02.2024 10:00,51,1.07,7.4
21.02.2024 09:00,39,0.412,7.4
21.02.2024 08:00,50,1,7.4
21.02.2024 07:00,50,1,7.4
21.02.2024 06:00,50,1,7.4
