Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
12.02.2025 06:00,34,0.247,4.2
12.02.2025 05:50,34,0.247,4.2
12.02.2025 05:40,34,0.247,4.2
12.02.2025 05:30,34,0.247,4.2
12.02.2025 05:20,34,0.247,4.2
12.02.2025 05:10,34,0.247,4.2
12.02.2025 05:00,34,0.247,4.2
12.02.2025 04:00,34,0.247,4.2
12.02.2025 03:00,34,0.247,4.2
12.02.2025 02:00,34,0.247,4.3
12.02.2025 01:00,34,0.247,4.3
12.02.2025 00:00,34,0.247,4.3
11.02.2025 23:00,34,0.247,4.3
11.02.2025 22:00,34,0.247,4.3
11.02.2025 21:00,34,0.247,4.3
11.02.2025 20:00,34,0.247,4.3
11.02.2025 19:00,34,0.247,4.3
11.02.2025 18:00,34,0.247,4.4
11.02.2025 17:00,34,0.247,4.4
11.02.2025 16:00,34,0.247,4.4
11.02.2025 15:00,33,0.223,4.4
11.02.2025 14:00,34,0.247,4.4
11.02.2025 13:00,33,0.223,4.3
11.02.2025 12:00,34,0.247,4.2
11.02.2025 11:00,33,0.223,4.2
11.02.2025 10:00,33,0.223,4.1
11.02.2025 09:00,33,0.223,4.1
11.02.2025 08:00,34,0.247,4.1
11.02.2025 07:00,34,0.247,4.1
11.02.2025 06:00,34,0.247,4.1
