Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.09.2024 07:00,143,9.57,13.9
16.09.2024 06:50,144,9.7,13.9
16.09.2024 06:40,145,9.83,13.9
16.09.2024 06:30,146,9.96,13.9
16.09.2024 06:20,143,9.57,13.9
16.09.2024 06:10,146,9.96,13.9
16.09.2024 06:00,148,10.2,14
16.09.2024 05:50,148,10.2,14
16.09.2024 05:10,147,10.1,14
16.09.2024 05:00,149,10.4,14
16.09.2024 04:50,149,10.4,14
16.09.2024 04:40,149,10.4,14
16.09.2024 04:30,149,10.4,14
16.09.2024 04:10,148,10.2,14.1
16.09.2024 04:00,147,10.1,14
16.09.2024 03:40,150,10.5,14.1
16.09.2024 03:20,147,10.1,14.1
16.09.2024 03:00,146,9.96,14.1
16.09.2024 02:40,147,10.1,14.1
16.09.2024 02:30,147,10.1,14.1
16.09.2024 02:00,146,9.96,14.1
16.09.2024 01:50,148,10.2,14.1
16.09.2024 01:30,147,10.1,14.1
16.09.2024 01:00,147,10.1,14.2
16.09.2024 00:50,149,10.4,14.2
16.09.2024 00:40,147,10.1,14.2
16.09.2024 00:30,148,10.2,14.2
16.09.2024 00:20,148,10.2,14.2
16.09.2024 00:10,148,10.2,14.2
16.09.2024 00:00,149,10.4,14.3
15.09.2024 23:50,150,10.5,14.3
15.09.2024 23:40,148,10.2,14.3
15.09.2024 23:30,149,10.4,14.2
15.09.2024 23:20,149,10.4,14.3
15.09.2024 23:10,150,10.5,14.3
15.09.2024 23:00,149,10.4,14.3
15.09.2024 22:50,149,10.4,14.3
15.09.2024 22:40,149,10.4,14.3
15.09.2024 22:30,148,10.2,14.3
15.09.2024 22:20,149,10.4,14.3
15.09.2024 22:10,149,10.4,14.3
15.09.2024 22:00,147,10.1,14.3
15.09.2024 21:50,150,10.5,14.3
15.09.2024 21:40,147,10.1,14.3
15.09.2024 21:30,149,10.4,14.3
15.09.2024 21:20,149,10.4,14.3
15.09.2024 21:10,148,10.2,14.3
15.09.2024 21:00,149,10.4,14.3
15.09.2024 20:50,150,10.5,14.3
15.09.2024 20:40,149,10.4,14.3
15.09.2024 20:30,150,10.5,14.3
15.09.2024 20:20,148,10.2,14.4
15.09.2024 20:10,149,10.4,14.3
15.09.2024 20:00,148,10.2,14.4
15.09.2024 19:40,149,10.4,14.4
15.09.2024 19:30,149,10.4,14.4
15.09.2024 19:20,149,10.4,14.4
15.09.2024 19:10,151,10.6,14.4
15.09.2024 19:00,149,10.4,14.4
15.09.2024 18:50,150,10.5,14.5
15.09.2024 18:40,152,10.8,14.5
15.09.2024 18:30,151,10.6,14.4
15.09.2024 18:20,151,10.6,14.4
15.09.2024 18:10,151,10.6,14.5
15.09.2024 18:00,148,10.2,14.4
15.09.2024 17:50,149,10.4,14.4
15.09.2024 17:40,149,10.4,14.5
15.09.2024 17:30,148,10.2,14.5
15.09.2024 17:20,147,10.1,14.5
15.09.2024 17:00,145,9.83,14.5
15.09.2024 16:30,147,10.1,14.6
15.09.2024 16:20,147,10.1,14.5
15.09.2024 16:00,143,9.57,14.6
15.09.2024 15:00,142,9.44,14.7
15.09.2024 14:00,141,9.31,14.7
15.09.2024 13:00,143,9.57,14.7
15.09.2024 12:00,146,9.96,14.7
15.09.2024 11:00,145,9.83,14.7
15.09.2024 10:00,141,9.31,14.8
15.09.2024 09:00,144,9.7,14.8
15.09.2024 08:00,143,9.57,14.8
15.09.2024 07:00,148,10.2,14.9
