Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
14.05.2024 07:00,28,0.122,16.2
14.05.2024 06:50,28,0.122,16.1
14.05.2024 06:40,28,0.122,16.1
14.05.2024 06:30,28,0.122,16.1
14.05.2024 06:20,28,0.122,16
14.05.2024 06:10,28,0.122,16
14.05.2024 06:00,28,0.122,16
14.05.2024 05:00,28,0.122,15.7
14.05.2024 04:00,28,0.122,15.3
14.05.2024 03:00,28,0.122,14.8
14.05.2024 02:00,28,0.122,14.3
14.05.2024 01:00,28,0.122,14
14.05.2024 00:00,30,0.158,14.1
13.05.2024 23:00,44,0.647,14.2
13.05.2024 22:00,44,0.647,14.5
13.05.2024 21:00,44,0.647,14.8
13.05.2024 20:00,44,0.647,15.1
13.05.2024 19:00,44,0.647,15.6
13.05.2024 18:00,44,0.647,16.3
13.05.2024 17:00,45,0.703,17
13.05.2024 16:00,44,0.647,17.4
13.05.2024 15:00,28,0.122,17.1
13.05.2024 14:00,28,0.122,16.7
13.05.2024 13:00,28,0.122,16.3
13.05.2024 12:00,28,0.122,15.8
13.05.2024 11:00,28,0.122,15.4
13.05.2024 10:00,28,0.122,14.9
13.05.2024 09:00,28,0.122,14.6
13.05.2024 08:00,27,0.107,14.5
13.05.2024 07:00,24,0.0711,14.3
