Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
04.05.2024 07:00,24,0.0711,15.9
04.05.2024 06:50,24,0.0711,15.9
04.05.2024 06:40,24,0.0711,16
04.05.2024 06:30,24,0.0711,16
04.05.2024 06:20,24,0.0711,16
04.05.2024 06:10,24,0.0711,16
04.05.2024 06:00,24,0.0711,16
04.05.2024 05:00,24,0.0711,16
04.05.2024 04:00,24,0.0711,16.1
04.05.2024 03:00,24,0.0711,16.1
04.05.2024 02:00,25,0.0822,16.2
04.05.2024 01:00,25,0.0822,16.2
04.05.2024 00:00,25,0.0822,16.3
03.05.2024 23:00,25,0.0822,16.3
03.05.2024 22:00,25,0.0822,16.4
03.05.2024 21:00,25,0.0822,16.5
03.05.2024 20:00,25,0.0822,16.5
03.05.2024 19:00,25,0.0822,16.6
03.05.2024 18:00,26,0.0941,16.6
03.05.2024 17:00,26,0.0941,16.7
03.05.2024 16:00,26,0.0941,16.6
03.05.2024 15:00,26,0.0941,16.6
03.05.2024 14:00,26,0.0941,16.5
03.05.2024 13:00,26,0.0941,16.4
03.05.2024 12:00,26,0.0941,16.3
03.05.2024 11:00,26,0.0941,16.3
03.05.2024 10:00,26,0.0941,16.3
03.05.2024 09:00,26,0.0941,16.3
03.05.2024 08:00,27,0.107,16.3
03.05.2024 07:00,27,0.107,16.4
