Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
19.05.2024 07:00,27,0.107,15.4
19.05.2024 06:50,27,0.107,15.4
19.05.2024 06:40,27,0.107,15.4
19.05.2024 06:30,27,0.107,15.4
19.05.2024 06:20,27,0.107,15.3
19.05.2024 06:10,27,0.107,15.3
19.05.2024 06:00,27,0.107,15.3
19.05.2024 05:00,27,0.107,15.1
19.05.2024 04:00,27,0.107,14.9
19.05.2024 03:00,27,0.107,14.7
19.05.2024 02:00,27,0.107,14.3
19.05.2024 01:00,27,0.107,14.1
19.05.2024 00:00,28,0.122,14.1
18.05.2024 23:00,36,0.31,14.3
18.05.2024 22:00,42,0.542,14.5
18.05.2024 21:00,41,0.495,14.7
18.05.2024 20:00,42,0.542,14.9
18.05.2024 19:00,42,0.542,15.3
18.05.2024 18:00,42,0.542,15.7
18.05.2024 17:00,42,0.542,16.2
18.05.2024 16:00,42,0.542,16.3
18.05.2024 15:00,27,0.107,16.2
18.05.2024 14:00,27,0.107,16.2
18.05.2024 13:00,27,0.107,16.1
18.05.2024 12:00,27,0.107,16
18.05.2024 11:00,27,0.107,15.9
18.05.2024 10:00,27,0.107,15.9
18.05.2024 09:00,27,0.107,15.8
18.05.2024 08:00,27,0.107,15.7
18.05.2024 07:00,27,0.107,15.6
