Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
13.07.2024 07:00,51,1.07,20.1
13.07.2024 06:50,51,1.07,20.1
13.07.2024 06:40,51,1.07,20.1
13.07.2024 06:30,51,1.07,20.1
13.07.2024 06:20,51,1.07,20.2
13.07.2024 06:10,51,1.07,20.2
13.07.2024 06:00,51,1.07,20.2
13.07.2024 05:00,51,1.07,20.4
13.07.2024 04:00,50,1,20.6
13.07.2024 03:00,51,1.07,21
13.07.2024 02:00,51,1.07,21.4
13.07.2024 01:00,51,1.07,21.9
13.07.2024 00:00,51,1.07,22.7
12.07.2024 23:00,51,1.07,23.8
12.07.2024 22:00,48,0.873,24.7
12.07.2024 21:00,29,0.141,24.8
12.07.2024 20:00,29,0.141,24.9
12.07.2024 19:00,30,0.159,25
12.07.2024 18:00,30,0.159,25.2
12.07.2024 17:00,27,0.109,25.2
12.07.2024 16:00,25,0.0849,25.1
12.07.2024 15:00,23,0.0643,24.7
12.07.2024 14:00,23,0.0643,24.3
12.07.2024 13:00,24,0.0744,24
12.07.2024 12:00,24,0.0744,23.8
12.07.2024 11:00,24,0.0744,23.7
12.07.2024 10:00,24,0.0744,23.6
12.07.2024 09:00,24,0.0744,23.6
12.07.2024 08:00,24,0.0744,23.7
12.07.2024 07:00,24,0.0744,23.7
