Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
19.06.2024 07:00,25,0.0822,21.5
19.06.2024 06:50,25,0.0822,21.5
19.06.2024 06:40,25,0.0822,21.5
19.06.2024 06:30,25,0.0822,21.5
19.06.2024 06:20,25,0.0822,21.5
19.06.2024 06:10,25,0.0822,21.5
19.06.2024 06:00,25,0.0822,21.5
19.06.2024 05:00,25,0.0822,21.3
19.06.2024 04:00,25,0.0822,21.1
19.06.2024 03:00,25,0.0822,20.9
19.06.2024 02:00,25,0.0822,20.5
19.06.2024 01:00,25,0.0822,20.1
19.06.2024 00:00,25,0.0822,20
18.06.2024 23:00,29,0.139,20.1
18.06.2024 22:00,34,0.252,20.2
18.06.2024 21:00,34,0.252,20.4
18.06.2024 20:00,34,0.252,20.6
18.06.2024 19:00,34,0.252,20.9
18.06.2024 18:00,34,0.252,21.2
18.06.2024 17:00,34,0.252,21.6
18.06.2024 16:00,34,0.252,21.8
18.06.2024 15:00,25,0.0822,21.5
18.06.2024 14:00,25,0.0822,21.2
18.06.2024 13:00,25,0.0822,20.9
18.06.2024 12:00,25,0.0822,20.6
18.06.2024 11:00,25,0.0822,20.4
18.06.2024 10:00,25,0.0822,20.2
18.06.2024 09:00,25,0.0822,20.1
18.06.2024 08:00,25,0.0822,20
18.06.2024 07:00,25,0.0822,20
