Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
08.08.2024 07:00,34,0.247,24
08.08.2024 06:50,34,0.247,24
08.08.2024 06:40,34,0.247,24
08.08.2024 06:30,34,0.247,24
08.08.2024 06:20,34,0.247,24
08.08.2024 06:10,34,0.247,24
08.08.2024 06:00,34,0.247,24
08.08.2024 05:00,34,0.247,24.1
08.08.2024 04:00,33,0.223,24.2
08.08.2024 03:00,33,0.223,24.3
08.08.2024 02:00,33,0.223,24.4
08.08.2024 01:00,33,0.223,24.5
08.08.2024 00:00,33,0.223,24.5
07.08.2024 23:00,33,0.223,24.6
07.08.2024 22:00,34,0.247,24.7
07.08.2024 21:00,32,0.2,24.7
07.08.2024 20:00,32,0.2,24.7
07.08.2024 19:00,32,0.2,24.6
07.08.2024 18:00,32,0.2,24.5
07.08.2024 17:00,32,0.2,24.4
07.08.2024 16:00,32,0.2,24.3
07.08.2024 15:00,32,0.2,24
07.08.2024 14:00,33,0.223,23.7
07.08.2024 13:00,32,0.2,23.5
07.08.2024 12:00,33,0.223,23.3
07.08.2024 11:00,33,0.223,23.3
07.08.2024 10:00,33,0.223,23.3
07.08.2024 09:00,33,0.223,23.3
07.08.2024 08:00,33,0.223,23.3
07.08.2024 07:00,33,0.223,23.4
