Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
21.08.2024 07:00,46,0.751,23.1
21.08.2024 06:50,47,0.811,23.1
21.08.2024 06:40,46,0.751,23.1
21.08.2024 06:30,46,0.751,23.1
21.08.2024 06:20,46,0.751,23.1
21.08.2024 06:10,47,0.811,23.2
21.08.2024 06:00,47,0.811,23.3
21.08.2024 05:00,46,0.751,23.7
21.08.2024 04:00,46,0.751,23.9
21.08.2024 03:00,46,0.751,24
21.08.2024 02:00,46,0.751,24.1
21.08.2024 01:00,46,0.751,24.2
21.08.2024 00:00,45,0.691,24.4
20.08.2024 23:00,45,0.691,24.5
20.08.2024 22:00,44,0.632,24.7
20.08.2024 21:00,44,0.632,25
20.08.2024 20:00,43,0.576,25.3
20.08.2024 19:00,43,0.576,25.7
20.08.2024 18:00,42,0.525,25.8
20.08.2024 17:00,41,0.478,25.7
20.08.2024 16:00,40,0.435,25.4
20.08.2024 15:00,38,0.362,25.4
20.08.2024 14:00,36,0.301,25.2
20.08.2024 13:00,34,0.247,24.8
20.08.2024 12:00,32,0.2,24.3
20.08.2024 11:00,30,0.159,23.6
20.08.2024 10:00,29,0.141,23
20.08.2024 09:00,30,0.159,22.1
20.08.2024 08:00,37,0.331,21.3
20.08.2024 07:00,81,3.2,21.3
