Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
10.09.2024 07:10,32,0.2,22.2
10.09.2024 07:00,32,0.2,22.2
10.09.2024 06:50,32,0.2,22.2
10.09.2024 06:40,32,0.2,22.2
10.09.2024 06:30,32,0.2,22.2
10.09.2024 06:20,32,0.2,22.3
10.09.2024 06:10,32,0.2,22.3
10.09.2024 06:00,32,0.2,22.3
10.09.2024 05:00,32,0.2,22.3
10.09.2024 04:00,32,0.2,22.4
10.09.2024 03:00,32,0.2,22.4
10.09.2024 02:00,32,0.2,22.5
10.09.2024 01:00,32,0.2,22.6
10.09.2024 00:00,32,0.2,22.6
09.09.2024 23:00,32,0.2,22.7
09.09.2024 22:00,32,0.2,22.8
09.09.2024 21:00,31,0.178,22.9
09.09.2024 20:00,31,0.178,23
09.09.2024 19:00,31,0.178,23
09.09.2024 18:00,31,0.178,23.1
09.09.2024 17:00,31,0.178,23.2
09.09.2024 16:00,31,0.178,23.2
09.09.2024 15:00,31,0.178,23.3
09.09.2024 14:00,31,0.178,23.3
09.09.2024 13:00,32,0.2,23.1
09.09.2024 12:00,33,0.223,23.1
09.09.2024 11:00,31,0.178,23.2
09.09.2024 10:00,30,0.159,23.5
09.09.2024 09:00,29,0.141,23.7
09.09.2024 08:00,29,0.141,23.7
09.09.2024 07:00,28,0.124,23.8
