Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
13.10.2024 07:00,39,0.396,13.3
13.10.2024 06:50,39,0.396,13.3
13.10.2024 06:40,39,0.396,13.3
13.10.2024 06:30,39,0.396,13.3
13.10.2024 06:20,39,0.396,13.4
13.10.2024 06:10,39,0.396,13.4
13.10.2024 06:00,39,0.396,13.3
13.10.2024 05:00,39,0.396,13.4
13.10.2024 04:00,39,0.396,13.4
13.10.2024 03:00,39,0.396,13.5
13.10.2024 02:00,39,0.396,13.5
13.10.2024 01:00,39,0.396,13.5
13.10.2024 00:00,39,0.396,13.5
12.10.2024 23:00,39,0.396,13.5
12.10.2024 22:00,39,0.396,13.5
12.10.2024 21:00,39,0.396,13.6
12.10.2024 20:00,39,0.396,13.6
12.10.2024 19:00,39,0.396,13.6
12.10.2024 18:00,39,0.396,13.7
12.10.2024 17:00,39,0.396,13.8
12.10.2024 16:00,39,0.396,13.8
12.10.2024 15:00,39,0.396,13.8
12.10.2024 14:00,40,0.435,13.8
12.10.2024 13:00,40,0.435,13.6
12.10.2024 12:00,40,0.435,13.6
12.10.2024 11:00,40,0.435,13.5
12.10.2024 10:00,40,0.435,13.4
12.10.2024 09:00,40,0.435,13.4
12.10.2024 08:00,40,0.435,13.3
12.10.2024 07:00,40,0.435,13.4
