Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
03.01.2025 06:10,38,0.362,3.5
03.01.2025 06:00,37,0.331,3.5
03.01.2025 05:50,37,0.331,3.5
03.01.2025 05:40,38,0.362,3.5
03.01.2025 05:30,37,0.331,3.5
03.01.2025 05:20,37,0.331,3.5
03.01.2025 05:10,38,0.362,3.5
03.01.2025 05:00,37,0.331,3.5
03.01.2025 04:00,37,0.331,3.5
03.01.2025 03:00,37,0.331,3.5
03.01.2025 02:00,37,0.331,3.5
03.01.2025 01:00,37,0.331,3.5
03.01.2025 00:00,36,0.301,3.5
02.01.2025 23:00,36,0.301,3.5
02.01.2025 22:00,36,0.301,3.5
02.01.2025 21:00,35,0.273,3.5
02.01.2025 20:00,35,0.273,3.5
02.01.2025 19:00,35,0.273,3.6
02.01.2025 18:00,35,0.273,3.6
02.01.2025 17:00,35,0.273,3.6
02.01.2025 16:00,35,0.273,3.6
02.01.2025 15:00,34,0.247,3.6
02.01.2025 14:00,34,0.247,3.6
02.01.2025 13:00,34,0.247,3.6
02.01.2025 12:00,34,0.247,3.6
02.01.2025 11:00,34,0.247,3.6
02.01.2025 10:00,34,0.247,3.6
02.01.2025 09:00,34,0.247,3.6
02.01.2025 08:00,34,0.247,3.6
02.01.2025 07:00,34,0.247,3.6
02.01.2025 06:00,34,0.247,3.6
