Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
22.09.2024 07:00,50,1,16.1
22.09.2024 06:50,50,1,16.1
22.09.2024 06:40,50,1,16.1
22.09.2024 06:30,50,1,16.1
22.09.2024 06:20,50,1,16.1
22.09.2024 06:10,50,1,16.1
22.09.2024 06:00,50,1,16.1
22.09.2024 05:00,50,1,16.2
22.09.2024 04:00,50,1,16.2
22.09.2024 03:00,51,1.07,16.2
22.09.2024 02:00,51,1.07,16.3
22.09.2024 01:00,51,1.07,16.4
22.09.2024 00:00,51,1.07,16.5
21.09.2024 23:00,51,1.07,16.6
21.09.2024 22:00,52,1.13,16.7
21.09.2024 21:00,52,1.13,16.8
21.09.2024 20:00,52,1.13,17
21.09.2024 19:00,53,1.2,17.1
21.09.2024 18:00,53,1.2,17.2
21.09.2024 17:00,52,1.13,17.1
21.09.2024 16:00,53,1.2,17.1
21.09.2024 15:00,52,1.13,17
21.09.2024 14:00,53,1.2,16.9
21.09.2024 13:00,53,1.2,16.5
21.09.2024 12:00,53,1.2,16.3
21.09.2024 11:00,53,1.2,16
21.09.2024 10:00,54,1.27,15.7
21.09.2024 09:00,53,1.2,15.8
21.09.2024 08:00,54,1.27,15.9
21.09.2024 07:00,54,1.27,15.9
