Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
17.05.2024 07:00,27,0.107,16
17.05.2024 06:50,27,0.107,16
17.05.2024 06:40,27,0.107,16
17.05.2024 06:30,27,0.107,15.9
17.05.2024 06:20,27,0.107,15.9
17.05.2024 06:10,27,0.107,15.9
17.05.2024 06:00,27,0.107,15.9
17.05.2024 05:00,27,0.107,15.7
17.05.2024 04:00,27,0.107,15.4
17.05.2024 03:00,27,0.107,15.1
17.05.2024 02:00,27,0.107,14.8
17.05.2024 01:00,27,0.107,14.5
17.05.2024 00:00,28,0.122,14.4
16.05.2024 23:00,34,0.252,14.6
16.05.2024 22:00,45,0.703,14.9
16.05.2024 21:00,45,0.703,15.1
16.05.2024 20:00,45,0.703,15.5
16.05.2024 19:00,44,0.647,15.9
16.05.2024 18:00,45,0.703,16.5
16.05.2024 17:00,44,0.647,17.3
16.05.2024 16:00,44,0.647,17.8
16.05.2024 15:00,28,0.122,17.8
16.05.2024 14:00,28,0.122,17.8
16.05.2024 13:00,27,0.107,17.8
16.05.2024 12:00,27,0.107,17.7
16.05.2024 11:00,27,0.107,17.6
16.05.2024 10:00,27,0.107,17.6
16.05.2024 09:00,27,0.107,17.6
16.05.2024 08:00,27,0.107,17.6
16.05.2024 07:00,27,0.107,17.6
