Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
15.06.2024 07:00,26,0.0941,18.8
15.06.2024 06:50,26,0.0941,18.8
15.06.2024 06:40,26,0.0941,18.8
15.06.2024 06:30,26,0.0941,18.8
15.06.2024 06:20,26,0.0941,18.8
15.06.2024 06:10,26,0.0941,18.8
15.06.2024 06:00,26,0.0941,18.8
15.06.2024 05:00,26,0.0941,18.8
15.06.2024 04:00,26,0.0941,18.8
15.06.2024 03:00,26,0.0941,18.7
15.06.2024 02:00,26,0.0941,18.6
15.06.2024 01:00,26,0.0941,18.5
15.06.2024 00:00,26,0.0941,18.4
14.06.2024 23:00,34,0.252,18.5
14.06.2024 22:00,34,0.252,18.6
14.06.2024 21:00,34,0.252,18.7
14.06.2024 20:00,34,0.252,18.8
14.06.2024 19:00,34,0.252,18.9
14.06.2024 18:00,34,0.252,19.1
14.06.2024 17:00,34,0.252,19.3
14.06.2024 16:00,34,0.252,19.5
14.06.2024 15:00,26,0.0941,19.4
14.06.2024 14:00,26,0.0941,19.3
14.06.2024 13:00,26,0.0941,19.2
14.06.2024 12:00,26,0.0941,19.1
14.06.2024 11:00,26,0.0941,18.9
14.06.2024 10:00,26,0.0941,18.8
14.06.2024 09:00,26,0.0941,18.8
14.06.2024 08:00,26,0.0941,18.7
14.06.2024 07:00,26,0.0941,18.7
