Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
08.10.2024 07:00,45,0.691,13.6
08.10.2024 06:50,46,0.751,13.6
08.10.2024 06:40,45,0.691,13.6
08.10.2024 06:30,46,0.751,13.6
08.10.2024 06:20,45,0.691,13.7
08.10.2024 06:10,45,0.691,13.7
08.10.2024 06:00,45,0.691,13.7
08.10.2024 05:00,45,0.691,13.7
08.10.2024 04:00,46,0.751,13.7
08.10.2024 03:00,45,0.691,13.8
08.10.2024 02:00,46,0.751,13.8
08.10.2024 01:00,46,0.751,13.8
08.10.2024 00:00,46,0.751,13.8
07.10.2024 23:00,45,0.691,13.8
07.10.2024 22:00,45,0.691,13.9
07.10.2024 21:00,45,0.691,13.9
07.10.2024 20:00,45,0.691,14
07.10.2024 19:00,46,0.751,14.2
07.10.2024 18:00,45,0.691,14.1
07.10.2024 17:00,46,0.751,14
07.10.2024 16:00,46,0.751,13.9
07.10.2024 15:00,46,0.751,13.8
07.10.2024 14:00,46,0.751,13.7
07.10.2024 13:00,45,0.691,13.6
07.10.2024 12:00,46,0.751,13.6
07.10.2024 11:00,45,0.691,13.5
07.10.2024 10:00,46,0.751,13.5
07.10.2024 09:00,47,0.811,13.5
07.10.2024 08:00,47,0.811,13.5
07.10.2024 07:00,47,0.811,13.5
