Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
18.11.2024 06:10,30,0.159,7.5
18.11.2024 06:00,30,0.159,7.5
18.11.2024 05:50,30,0.159,7.5
18.11.2024 05:40,30,0.159,7.5
18.11.2024 05:30,30,0.159,7.5
18.11.2024 05:20,30,0.159,7.5
18.11.2024 05:10,30,0.159,7.5
18.11.2024 05:00,30,0.159,7.5
18.11.2024 04:00,30,0.159,7.5
18.11.2024 03:00,30,0.159,7.5
18.11.2024 02:00,30,0.159,7.6
18.11.2024 01:00,30,0.159,7.6
18.11.2024 00:00,30,0.159,7.6
17.11.2024 23:00,30,0.159,7.6
17.11.2024 22:00,30,0.159,7.6
17.11.2024 21:00,30,0.159,7.6
17.11.2024 20:00,31,0.178,7.6
17.11.2024 19:00,30,0.159,7.7
17.11.2024 18:00,30,0.159,7.7
17.11.2024 17:00,30,0.159,7.7
17.11.2024 16:00,30,0.159,7.7
17.11.2024 15:00,31,0.178,7.7
17.11.2024 14:00,31,0.178,7.7
17.11.2024 13:00,31,0.178,7.7
17.11.2024 12:00,31,0.178,7.7
17.11.2024 11:00,31,0.178,7.7
17.11.2024 10:00,31,0.178,7.6
17.11.2024 09:00,31,0.178,7.6
17.11.2024 08:00,31,0.178,7.6
17.11.2024 07:00,31,0.178,7.6
17.11.2024 06:00,31,0.178,7.6
