Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
30.06.2024 07:00,28,0.124,25
30.06.2024 06:50,28,0.124,25
30.06.2024 06:40,28,0.124,25
30.06.2024 06:30,28,0.124,25
30.06.2024 06:20,28,0.124,25
30.06.2024 06:10,28,0.124,25.1
30.06.2024 06:00,28,0.124,25.1
30.06.2024 05:00,28,0.124,25.2
30.06.2024 04:00,28,0.124,25.3
30.06.2024 03:00,28,0.124,25.4
30.06.2024 02:00,28,0.124,25.5
30.06.2024 01:00,28,0.124,25.7
30.06.2024 00:00,28,0.124,25.8
29.06.2024 23:00,28,0.124,26
29.06.2024 22:00,28,0.124,26.1
29.06.2024 21:00,28,0.124,26.1
29.06.2024 20:00,28,0.124,26.1
29.06.2024 19:00,28,0.124,26
29.06.2024 18:00,28,0.124,25.9
29.06.2024 17:00,28,0.124,25.7
29.06.2024 16:00,28,0.124,25.4
29.06.2024 15:00,27,0.109,25.1
29.06.2024 14:00,27,0.109,24.8
29.06.2024 13:00,27,0.109,24.4
29.06.2024 12:00,27,0.109,24.1
29.06.2024 11:00,27,0.109,23.8
29.06.2024 10:00,27,0.109,23.7
29.06.2024 09:00,27,0.109,23.7
29.06.2024 08:00,27,0.109,23.7
29.06.2024 07:00,27,0.109,23.7
