Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
28.12.2024 06:00,35,0.273,3.6
28.12.2024 05:50,36,0.301,3.6
28.12.2024 05:40,35,0.273,3.6
28.12.2024 05:30,35,0.273,3.6
28.12.2024 05:20,35,0.273,3.6
28.12.2024 05:10,36,0.301,3.6
28.12.2024 05:00,35,0.273,3.6
28.12.2024 04:00,35,0.273,3.6
28.12.2024 03:00,35,0.273,3.6
28.12.2024 02:00,35,0.273,3.6
28.12.2024 01:00,35,0.273,3.6
28.12.2024 00:00,35,0.273,3.6
27.12.2024 23:00,35,0.273,3.7
27.12.2024 22:00,35,0.273,3.7
27.12.2024 21:00,35,0.273,3.8
27.12.2024 20:00,35,0.273,3.8
27.12.2024 19:00,35,0.273,3.8
27.12.2024 18:00,35,0.273,3.9
27.12.2024 17:00,35,0.273,3.9
27.12.2024 16:00,35,0.273,3.9
27.12.2024 15:00,35,0.273,3.9
27.12.2024 14:00,35,0.273,4.1
27.12.2024 13:00,35,0.273,4.1
27.12.2024 12:00,35,0.273,4
27.12.2024 11:00,35,0.273,4
27.12.2024 10:00,35,0.273,4
27.12.2024 09:00,35,0.273,4
27.12.2024 08:00,35,0.273,4
27.12.2024 07:00,35,0.273,4
27.12.2024 06:00,35,0.273,4.1
