Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
14.03.2025 06:10,30,0.159,7
14.03.2025 06:00,30,0.159,7
14.03.2025 05:50,30,0.159,7
14.03.2025 05:40,30,0.159,7
14.03.2025 05:30,30,0.159,7
14.03.2025 05:20,30,0.159,7
14.03.2025 05:10,30,0.159,7
14.03.2025 05:00,30,0.159,7
14.03.2025 04:00,30,0.159,7
14.03.2025 03:00,30,0.159,7
14.03.2025 02:00,30,0.159,7
14.03.2025 01:00,30,0.159,7
14.03.2025 00:00,30,0.159,7
13.03.2025 23:00,30,0.159,7
13.03.2025 22:00,30,0.159,6.9
13.03.2025 21:00,30,0.159,6.9
13.03.2025 20:00,30,0.159,6.8
13.03.2025 19:00,30,0.159,6.7
13.03.2025 18:00,30,0.159,6.6
13.03.2025 17:00,30,0.159,6.5
13.03.2025 16:00,30,0.159,6.4
13.03.2025 15:00,30,0.159,6.4
13.03.2025 14:00,30,0.159,6.4
13.03.2025 13:00,30,0.159,6.4
13.03.2025 12:00,31,0.178,6.4
13.03.2025 11:00,31,0.178,6.5
13.03.2025 10:00,31,0.178,6.7
13.03.2025 09:00,30,0.159,7
13.03.2025 08:00,29,0.141,7.2
13.03.2025 07:00,29,0.141,7.3
13.03.2025 06:00,29,0.141,7.3
