Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
04.04.2024 07:00,34,0.252,11.4
04.04.2024 06:50,34,0.252,11.4
04.04.2024 06:40,34,0.252,11.4
04.04.2024 06:30,35,0.28,11.4
04.04.2024 06:20,34,0.252,11.4
04.04.2024 06:10,35,0.28,11.4
04.04.2024 06:00,34,0.252,11.4
04.04.2024 05:00,34,0.252,11.4
04.04.2024 04:00,34,0.252,11.3
04.04.2024 03:00,35,0.28,11.3
04.04.2024 02:00,34,0.252,11.3
04.04.2024 01:00,34,0.252,11.3
04.04.2024 00:00,34,0.252,11.3
03.04.2024 23:00,34,0.252,11.3
03.04.2024 22:00,35,0.28,11.3
03.04.2024 21:00,34,0.252,11.3
03.04.2024 20:00,34,0.252,11.3
03.04.2024 19:00,34,0.252,11.3
03.04.2024 18:00,34,0.252,11.4
03.04.2024 17:00,34,0.252,11.4
03.04.2024 16:00,35,0.28,11.4
03.04.2024 15:00,34,0.252,11.4
03.04.2024 14:00,35,0.28,11.3
03.04.2024 13:00,34,0.252,11.2
03.04.2024 12:00,35,0.28,11.1
03.04.2024 11:00,35,0.28,11.1
03.04.2024 10:00,35,0.28,11
03.04.2024 09:00,34,0.252,11
03.04.2024 08:00,34,0.252,11.1
03.04.2024 07:00,34,0.252,11.1
