Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
07.06.2024 07:10,29,0.139,20.3
07.06.2024 07:00,29,0.139,20.3
07.06.2024 06:50,29,0.139,20.3
07.06.2024 06:40,29,0.139,20.3
07.06.2024 06:30,29,0.139,20.3
07.06.2024 06:20,29,0.139,20.3
07.06.2024 06:10,29,0.139,20.3
07.06.2024 06:00,29,0.139,20.3
07.06.2024 05:00,29,0.139,20.3
07.06.2024 04:00,29,0.139,20.4
07.06.2024 03:00,29,0.139,20.5
07.06.2024 02:00,29,0.139,20.5
07.06.2024 01:00,29,0.139,20.6
07.06.2024 00:00,29,0.139,20.7
06.06.2024 23:00,28,0.122,20.7
06.06.2024 22:00,28,0.122,20.8
06.06.2024 21:00,28,0.122,20.8
06.06.2024 20:00,28,0.122,20.7
06.06.2024 19:00,28,0.122,20.6
06.06.2024 18:00,29,0.139,20.4
06.06.2024 17:00,29,0.139,20.2
06.06.2024 16:00,29,0.139,20
06.06.2024 15:00,29,0.139,19.8
06.06.2024 14:00,29,0.139,19.5
06.06.2024 13:00,29,0.139,19.3
06.06.2024 12:00,29,0.139,19.1
06.06.2024 11:00,29,0.139,18.9
06.06.2024 10:00,29,0.139,18.8
06.06.2024 09:00,29,0.139,18.7
06.06.2024 08:00,29,0.139,18.7
06.06.2024 07:00,29,0.139,18.6
