Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.04.2024 07:00,38,0.375,15
16.04.2024 06:50,38,0.375,15
16.04.2024 06:40,38,0.375,15
16.04.2024 06:30,38,0.375,15
16.04.2024 06:20,38,0.375,15.1
16.04.2024 06:10,38,0.375,15.1
16.04.2024 06:00,38,0.375,15.1
16.04.2024 05:00,38,0.375,15.3
16.04.2024 04:00,38,0.375,15.4
16.04.2024 03:00,38,0.375,15.6
16.04.2024 02:00,38,0.375,15.7
16.04.2024 01:00,37,0.342,15.7
16.04.2024 00:00,38,0.375,15.8
15.04.2024 23:00,38,0.375,15.9
15.04.2024 22:00,38,0.375,16
15.04.2024 21:00,37,0.342,16
15.04.2024 20:00,37,0.342,16.1
15.04.2024 19:00,37,0.342,16.1
15.04.2024 18:00,37,0.342,16.1
15.04.2024 17:00,37,0.342,16.1
15.04.2024 16:00,37,0.342,16
15.04.2024 15:00,36,0.31,16
15.04.2024 14:00,36,0.31,15.9
15.04.2024 13:00,35,0.28,15.9
15.04.2024 12:00,34,0.252,15.8
15.04.2024 11:00,34,0.252,15.7
15.04.2024 10:00,31,0.179,15.7
15.04.2024 09:00,28,0.122,15.7
15.04.2024 08:00,33,0.226,15.7
15.04.2024 07:00,33,0.226,15.7
