Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
24.08.2024 07:00,36,0.301,22.6
24.08.2024 06:50,36,0.301,22.6
24.08.2024 06:40,36,0.301,22.6
24.08.2024 06:30,36,0.301,22.7
24.08.2024 06:20,36,0.301,22.7
24.08.2024 06:10,37,0.331,22.7
24.08.2024 06:00,37,0.331,22.7
24.08.2024 05:00,37,0.331,22.8
24.08.2024 04:00,37,0.331,22.9
24.08.2024 03:00,37,0.331,23
24.08.2024 02:00,37,0.331,23.1
24.08.2024 01:00,37,0.331,23.2
24.08.2024 00:00,37,0.331,23.3
23.08.2024 23:00,37,0.331,23.4
23.08.2024 22:00,38,0.362,23.6
23.08.2024 21:00,37,0.331,23.7
23.08.2024 20:00,38,0.362,23.9
23.08.2024 19:00,38,0.362,24.1
23.08.2024 18:00,38,0.362,24.1
23.08.2024 17:00,38,0.362,23.9
23.08.2024 16:00,38,0.362,23.7
23.08.2024 15:00,38,0.362,23.7
23.08.2024 14:00,38,0.362,23.5
23.08.2024 13:00,38,0.362,23.2
23.08.2024 12:00,39,0.396,23
23.08.2024 11:00,39,0.396,22.8
23.08.2024 10:00,39,0.396,22.6
23.08.2024 09:00,39,0.396,22.4
23.08.2024 08:00,39,0.396,22.3
23.08.2024 07:00,39,0.396,22.4
