Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
09.04.2024 07:00,34,0.252,16.9
09.04.2024 06:50,34,0.252,16.9
09.04.2024 06:40,34,0.252,16.9
09.04.2024 06:30,34,0.252,16.9
09.04.2024 06:20,34,0.252,17
09.04.2024 06:10,34,0.252,17
09.04.2024 06:00,34,0.252,17
09.04.2024 05:00,34,0.252,17
09.04.2024 04:00,34,0.252,17.1
09.04.2024 03:00,34,0.252,17.1
09.04.2024 02:00,34,0.252,17.2
09.04.2024 01:00,34,0.252,17.2
09.04.2024 00:00,34,0.252,17.2
08.04.2024 23:00,34,0.252,17.2
08.04.2024 22:00,34,0.252,17.2
08.04.2024 21:00,34,0.252,17.2
08.04.2024 20:00,34,0.252,17
08.04.2024 19:00,34,0.252,16.9
08.04.2024 18:00,34,0.252,16.6
08.04.2024 17:00,34,0.252,16.3
08.04.2024 16:00,34,0.252,16
08.04.2024 15:00,34,0.252,15.7
08.04.2024 14:00,34,0.252,15.5
08.04.2024 13:00,34,0.252,15.4
08.04.2024 12:00,34,0.252,15.3
08.04.2024 11:00,35,0.28,15.2
08.04.2024 10:00,28,0.122,15.1
08.04.2024 09:00,23,0.0608,15.1
08.04.2024 08:00,34,0.252,15.1
08.04.2024 07:00,34,0.252,15.1
