Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
09.03.2025 06:00,27,0.109,6.9
09.03.2025 05:50,27,0.109,6.9
09.03.2025 05:40,27,0.109,6.9
09.03.2025 05:30,27,0.109,6.9
09.03.2025 05:20,27,0.109,7
09.03.2025 05:10,27,0.109,7
09.03.2025 05:00,27,0.109,7
09.03.2025 04:00,27,0.109,7.1
09.03.2025 03:00,27,0.109,7.2
09.03.2025 02:00,27,0.109,7.3
09.03.2025 01:00,27,0.109,7.3
09.03.2025 00:00,27,0.109,7.4
08.03.2025 23:00,27,0.109,7.4
08.03.2025 22:00,27,0.109,7.5
08.03.2025 21:00,27,0.109,7.7
08.03.2025 20:00,27,0.109,7.7
08.03.2025 19:00,27,0.109,7.7
08.03.2025 18:00,27,0.109,7.5
08.03.2025 17:00,27,0.109,7.2
08.03.2025 16:00,27,0.109,7.1
08.03.2025 15:00,27,0.109,7.2
08.03.2025 14:00,27,0.109,7.1
08.03.2025 13:00,27,0.109,7
08.03.2025 12:00,27,0.109,6.7
08.03.2025 11:00,27,0.109,6.5
08.03.2025 10:00,26,0.0964,6.3
08.03.2025 09:00,27,0.109,6.1
08.03.2025 08:00,27,0.109,6
08.03.2025 07:00,27,0.109,6.1
08.03.2025 06:00,27,0.109,6.2
