Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
18.05.2024 07:00,27,0.107,15.6
18.05.2024 06:50,27,0.107,15.6
18.05.2024 06:40,27,0.107,15.5
18.05.2024 06:30,27,0.107,15.5
18.05.2024 06:20,27,0.107,15.5
18.05.2024 06:10,27,0.107,15.5
18.05.2024 06:00,27,0.107,15.4
18.05.2024 05:00,27,0.107,15.2
18.05.2024 04:00,27,0.107,15
18.05.2024 03:00,27,0.107,14.7
18.05.2024 02:00,27,0.107,14.3
18.05.2024 01:00,27,0.107,14.1
18.05.2024 00:00,28,0.122,14.1
17.05.2024 23:00,35,0.28,14.2
17.05.2024 22:00,42,0.542,14.4
17.05.2024 21:00,42,0.542,14.6
17.05.2024 20:00,42,0.542,14.9
17.05.2024 19:00,42,0.542,15.2
17.05.2024 18:00,42,0.542,15.7
17.05.2024 17:00,42,0.542,16.2
17.05.2024 16:00,42,0.542,16.6
17.05.2024 15:00,28,0.122,16.6
17.05.2024 14:00,27,0.107,16.5
17.05.2024 13:00,27,0.107,16.5
17.05.2024 12:00,27,0.107,16.4
17.05.2024 11:00,27,0.107,16.3
17.05.2024 10:00,27,0.107,16.3
17.05.2024 09:00,27,0.107,16.2
17.05.2024 08:00,27,0.107,16.1
17.05.2024 07:00,27,0.107,16
