Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
18.09.2024 07:00,98,4.62,14.7
18.09.2024 06:50,99,4.71,14.7
18.09.2024 06:40,98,4.62,14.7
18.09.2024 06:30,97,4.53,14.7
18.09.2024 06:20,99,4.71,14.7
18.09.2024 06:10,98,4.62,14.7
18.09.2024 06:00,97,4.53,14.7
18.09.2024 05:00,98,4.62,14.8
18.09.2024 04:00,101,4.9,14.7
18.09.2024 03:00,101,4.9,14.7
18.09.2024 02:00,99,4.71,14.6
18.09.2024 01:00,98,4.62,14.6
18.09.2024 00:00,99,4.71,14.6
17.09.2024 23:00,102,4.99,14.7
17.09.2024 22:00,103,5.08,14.7
17.09.2024 21:00,103,5.08,14.7
17.09.2024 20:00,104,5.18,14.9
17.09.2024 19:00,102,4.99,14.9
17.09.2024 18:00,102,4.99,15
17.09.2024 17:00,103,5.08,15.1
17.09.2024 16:00,105,5.27,15
17.09.2024 15:00,133,8.31,14.7
17.09.2024 14:00,134,8.43,14.5
17.09.2024 13:00,133,8.31,14.3
17.09.2024 12:00,135,8.55,14.2
17.09.2024 11:00,135,8.55,14.2
17.09.2024 10:00,133,8.31,14.1
17.09.2024 09:00,136,8.67,14.1
17.09.2024 08:00,131,8.07,14
17.09.2024 07:00,124,7.25,14
