Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
13.09.2024 07:00,67,2.19,20.3
13.09.2024 06:50,67,2.19,20.3
13.09.2024 06:40,67,2.19,20.3
13.09.2024 06:30,67,2.19,20.3
13.09.2024 06:20,67,2.19,20.3
13.09.2024 06:10,67,2.19,20.3
13.09.2024 06:00,67,2.19,20.3
13.09.2024 05:00,67,2.19,20.4
13.09.2024 04:00,68,2.26,20.4
13.09.2024 03:00,68,2.26,20.4
13.09.2024 02:00,68,2.26,20.5
13.09.2024 01:00,68,2.26,20.5
13.09.2024 00:00,67,2.19,20.6
12.09.2024 23:00,68,2.26,20.6
12.09.2024 22:00,68,2.26,20.6
12.09.2024 21:00,64,1.98,20.7
12.09.2024 20:00,64,1.98,20.7
12.09.2024 19:00,65,2.05,20.8
12.09.2024 18:00,65,2.05,20.8
12.09.2024 17:00,64,1.98,20.8
12.09.2024 16:00,64,1.98,20.9
12.09.2024 15:00,50,1,20.9
12.09.2024 14:00,49,0.936,20.9
12.09.2024 13:00,44,0.632,20.9
12.09.2024 12:00,44,0.632,20.9
12.09.2024 11:00,44,0.632,20.9
12.09.2024 10:00,44,0.632,20.9
12.09.2024 09:00,44,0.632,20.8
12.09.2024 08:00,40,0.435,20.9
12.09.2024 07:00,61,1.77,21.1
