Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
09.05.2024 07:00,28,0.122,16.5
09.05.2024 06:50,28,0.122,16.5
09.05.2024 06:40,28,0.122,16.5
09.05.2024 06:30,28,0.122,16.5
09.05.2024 06:20,28,0.122,16.5
09.05.2024 06:10,28,0.122,16.5
09.05.2024 06:00,28,0.122,16.6
09.05.2024 05:00,29,0.139,16.6
09.05.2024 04:00,43,0.593,16.7
09.05.2024 03:00,43,0.593,16.7
09.05.2024 02:00,43,0.593,16.7
09.05.2024 01:00,43,0.593,16.8
09.05.2024 00:00,43,0.593,16.8
08.05.2024 23:00,43,0.593,16.8
08.05.2024 22:00,43,0.593,16.8
08.05.2024 21:00,43,0.593,16.9
08.05.2024 20:00,43,0.593,16.9
08.05.2024 19:00,43,0.593,17
08.05.2024 18:00,43,0.593,17
08.05.2024 17:00,43,0.593,16.9
08.05.2024 16:00,43,0.593,16.9
08.05.2024 15:00,43,0.593,16.8
08.05.2024 14:00,43,0.593,16.8
08.05.2024 13:00,43,0.593,16.7
08.05.2024 12:00,43,0.593,16.7
08.05.2024 11:00,43,0.593,16.7
08.05.2024 10:00,43,0.593,16.7
08.05.2024 09:00,43,0.593,16.7
08.05.2024 08:00,43,0.593,16.7
08.05.2024 07:00,43,0.593,16.7
