Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
19.09.2024 07:00,57,1.48,15.7
19.09.2024 06:50,56,1.41,15.7
19.09.2024 06:40,56,1.41,15.7
19.09.2024 06:30,56,1.41,15.7
19.09.2024 06:20,57,1.48,15.7
19.09.2024 06:10,56,1.41,15.7
19.09.2024 06:00,55,1.34,15.7
19.09.2024 05:00,55,1.34,15.8
19.09.2024 04:00,54,1.27,15.8
19.09.2024 03:00,53,1.2,15.8
19.09.2024 02:00,52,1.13,15.9
19.09.2024 01:00,50,1,16
19.09.2024 00:00,49,0.936,16.1
18.09.2024 23:00,48,0.873,16.1
18.09.2024 22:00,47,0.811,16.2
18.09.2024 21:00,45,0.691,16.3
18.09.2024 20:00,45,0.691,16.3
18.09.2024 19:00,44,0.632,16.4
18.09.2024 18:00,44,0.632,16.8
18.09.2024 17:00,44,0.632,16.9
18.09.2024 16:00,44,0.632,16.8
18.09.2024 15:00,44,0.632,16.5
18.09.2024 14:00,44,0.632,16
18.09.2024 13:00,50,1,15.6
18.09.2024 12:00,50,1,15.4
18.09.2024 11:00,51,1.07,15.1
18.09.2024 10:00,50,1,15
18.09.2024 09:00,56,1.41,14.9
18.09.2024 08:00,57,1.48,14.8
18.09.2024 07:00,98,4.62,14.7
