Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
07.07.2024 07:00,26,0.0964,21.9
07.07.2024 06:50,26,0.0964,21.9
07.07.2024 06:40,26,0.0964,21.9
07.07.2024 06:30,27,0.109,22
07.07.2024 06:20,27,0.109,22
07.07.2024 06:10,27,0.109,22
07.07.2024 06:00,27,0.109,22
07.07.2024 05:00,27,0.109,22.1
07.07.2024 04:00,27,0.109,22.2
07.07.2024 03:00,28,0.124,22.3
07.07.2024 02:00,28,0.124,22.4
07.07.2024 01:00,29,0.141,22.6
07.07.2024 00:00,29,0.141,22.7
06.07.2024 23:00,31,0.178,22.9
06.07.2024 22:00,34,0.247,23.2
06.07.2024 21:00,37,0.331,23.4
06.07.2024 20:00,39,0.396,23.6
06.07.2024 19:00,26,0.0964,23.6
06.07.2024 18:00,24,0.0744,23.5
06.07.2024 17:00,25,0.0849,23.2
06.07.2024 16:00,25,0.0849,22.8
06.07.2024 15:00,25,0.0849,22.3
06.07.2024 14:00,25,0.0849,21.8
06.07.2024 13:00,24,0.0744,21.3
06.07.2024 12:00,24,0.0744,20.9
06.07.2024 11:00,24,0.0744,20.6
06.07.2024 10:00,24,0.0744,20.4
06.07.2024 09:00,25,0.0849,20.4
06.07.2024 08:00,25,0.0849,20.4
06.07.2024 07:00,25,0.0849,20.5
