Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
02.05.2024 07:00,28,0.122,16.4
02.05.2024 06:50,28,0.122,16.4
02.05.2024 06:40,28,0.122,16.5
02.05.2024 06:30,28,0.122,16.5
02.05.2024 06:20,28,0.122,16.5
02.05.2024 06:10,28,0.122,16.5
02.05.2024 06:00,28,0.122,16.5
02.05.2024 05:00,28,0.122,16.6
02.05.2024 04:00,28,0.122,16.6
02.05.2024 03:00,28,0.122,16.7
02.05.2024 02:00,28,0.122,16.7
02.05.2024 01:00,28,0.122,16.8
02.05.2024 00:00,28,0.122,16.9
01.05.2024 23:00,28,0.122,16.9
01.05.2024 22:00,28,0.122,17
01.05.2024 21:00,28,0.122,17.1
01.05.2024 20:00,28,0.122,17.2
01.05.2024 19:00,28,0.122,17.2
01.05.2024 18:00,28,0.122,17.3
01.05.2024 17:00,29,0.139,17.3
01.05.2024 16:00,29,0.139,17.3
01.05.2024 15:00,30,0.158,17.2
01.05.2024 14:00,22,0.0513,16.8
01.05.2024 13:00,21,0.0427,16.4
01.05.2024 12:00,21,0.0427,15.9
01.05.2024 11:00,21,0.0427,15.7
01.05.2024 10:00,21,0.0427,15.5
01.05.2024 09:00,21,0.0427,15.5
01.05.2024 08:00,21,0.0427,15.6
01.05.2024 07:00,21,0.0427,15.8
