Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.08.2024 07:10,37,0.331,25.9
16.08.2024 07:00,37,0.331,25.9
16.08.2024 06:50,37,0.331,25.9
16.08.2024 06:40,37,0.331,25.9
16.08.2024 06:30,36,0.301,26
16.08.2024 06:20,37,0.331,26
16.08.2024 06:10,36,0.301,26
16.08.2024 06:00,37,0.331,26
16.08.2024 05:00,37,0.331,26.1
16.08.2024 04:00,37,0.331,26.3
16.08.2024 03:00,37,0.331,26.4
16.08.2024 02:00,37,0.331,26.5
16.08.2024 01:00,37,0.331,26.7
16.08.2024 00:00,37,0.331,26.8
15.08.2024 23:00,37,0.331,27
15.08.2024 22:00,36,0.301,27.3
15.08.2024 21:00,36,0.301,27.6
15.08.2024 20:00,36,0.301,27.8
15.08.2024 19:00,36,0.301,27.9
15.08.2024 18:00,36,0.301,28.3
15.08.2024 17:00,36,0.301,28.1
15.08.2024 16:00,35,0.273,27.8
15.08.2024 15:00,35,0.273,27.4
15.08.2024 14:00,34,0.247,26.8
15.08.2024 13:00,33,0.223,26.3
15.08.2024 12:00,33,0.223,25.9
15.08.2024 11:00,33,0.223,25.5
15.08.2024 10:00,33,0.223,25.2
15.08.2024 09:00,32,0.2,25.1
15.08.2024 08:00,32,0.2,25.1
15.08.2024 07:00,32,0.2,25.2
