Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
27.06.2024 07:10,29,0.139,21.5
27.06.2024 07:00,29,0.139,21.5
27.06.2024 06:50,29,0.139,21.5
27.06.2024 06:40,29,0.139,21.5
27.06.2024 06:30,29,0.139,21.5
27.06.2024 06:20,29,0.139,21.5
27.06.2024 06:10,29,0.139,21.5
27.06.2024 06:00,29,0.139,21.6
27.06.2024 05:00,29,0.139,21.6
27.06.2024 04:00,29,0.139,21.7
27.06.2024 03:00,29,0.139,21.8
27.06.2024 02:00,29,0.139,21.9
27.06.2024 01:00,29,0.139,22
27.06.2024 00:00,29,0.139,22.2
26.06.2024 23:00,29,0.139,22.3
26.06.2024 22:00,29,0.139,22.5
26.06.2024 21:00,29,0.139,22.7
26.06.2024 20:00,29,0.139,23
26.06.2024 19:00,29,0.139,23.3
26.06.2024 18:00,29,0.139,23.7
26.06.2024 17:00,29,0.139,24.1
26.06.2024 16:00,29,0.139,24.1
26.06.2024 15:00,25,0.0822,23.8
26.06.2024 14:00,25,0.0822,23.6
26.06.2024 13:00,25,0.0822,23.4
26.06.2024 12:00,25,0.0822,23.2
26.06.2024 11:00,25,0.0822,23
26.06.2024 10:00,25,0.0822,22.9
26.06.2024 09:00,25,0.0822,22.8
26.06.2024 08:00,25,0.0822,22.9
26.06.2024 07:00,25,0.0822,22.9
