Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
30.05.2024 07:10,26,0.0941,18.3
30.05.2024 07:00,26,0.0941,18.3
30.05.2024 06:50,26,0.0941,18.3
30.05.2024 06:40,26,0.0941,18.2
30.05.2024 06:30,26,0.0941,18.2
30.05.2024 06:20,26,0.0941,18.2
30.05.2024 06:10,26,0.0941,18.2
30.05.2024 06:00,26,0.0941,18.2
30.05.2024 05:00,26,0.0941,18
30.05.2024 04:00,26,0.0941,17.8
30.05.2024 03:00,26,0.0941,17.6
30.05.2024 02:00,26,0.0941,17.3
30.05.2024 01:00,26,0.0941,17
30.05.2024 00:00,27,0.107,16.9
29.05.2024 23:00,37,0.342,17
29.05.2024 22:00,45,0.703,17.1
29.05.2024 21:00,44,0.647,17.3
29.05.2024 20:00,45,0.703,17.5
29.05.2024 19:00,45,0.703,17.8
29.05.2024 18:00,45,0.703,18.1
29.05.2024 17:00,45,0.703,18.6
29.05.2024 16:00,45,0.703,18.9
29.05.2024 15:00,38,0.375,18.8
29.05.2024 14:00,26,0.0941,18.6
29.05.2024 13:00,26,0.0941,18.4
29.05.2024 12:00,26,0.0941,18.2
29.05.2024 11:00,26,0.0941,18
29.05.2024 10:00,26,0.0941,17.9
29.05.2024 09:00,26,0.0941,17.8
29.05.2024 08:00,26,0.0941,17.7
29.05.2024 07:00,26,0.0941,17.7
