Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
03.07.2024 07:00,25,0.0849,21.8
03.07.2024 06:50,25,0.0849,21.8
03.07.2024 06:40,24,0.0744,21.8
03.07.2024 06:30,25,0.0849,21.9
03.07.2024 06:20,25,0.0849,21.9
03.07.2024 06:10,25,0.0849,21.9
03.07.2024 06:00,25,0.0849,21.9
03.07.2024 05:00,24,0.0744,22
03.07.2024 04:00,24,0.0744,22.1
03.07.2024 03:00,24,0.0744,22.2
03.07.2024 02:00,24,0.0744,22.3
03.07.2024 01:00,25,0.0849,22.4
03.07.2024 00:00,24,0.0744,22.5
02.07.2024 23:00,24,0.0744,22.6
02.07.2024 22:00,24,0.0744,22.8
02.07.2024 21:00,24,0.0744,22.9
02.07.2024 20:00,24,0.0744,23
02.07.2024 19:00,24,0.0744,23
02.07.2024 18:00,24,0.0744,23.1
02.07.2024 17:00,24,0.0744,23.1
02.07.2024 16:00,24,0.0744,23
02.07.2024 15:00,24,0.0744,23
02.07.2024 14:00,24,0.0744,22.9
02.07.2024 13:00,24,0.0744,22.8
02.07.2024 12:00,24,0.0744,22.7
02.07.2024 11:00,24,0.0744,22.7
02.07.2024 10:00,25,0.0849,22.6
02.07.2024 09:00,25,0.0849,22.7
02.07.2024 08:00,25,0.0849,22.7
02.07.2024 07:00,25,0.0849,22.9
