Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
15.02.2024 06:00,61,1.77,6.8
15.02.2024 05:50,61,1.77,6.8
15.02.2024 05:40,61,1.77,6.8
15.02.2024 05:30,61,1.77,6.8
15.02.2024 05:20,61,1.77,6.8
15.02.2024 05:10,61,1.77,6.8
15.02.2024 05:00,61,1.77,6.8
15.02.2024 04:00,62,1.84,6.7
15.02.2024 03:00,62,1.84,6.7
15.02.2024 02:00,61,1.77,6.7
15.02.2024 01:00,62,1.84,6.7
15.02.2024 00:00,63,1.91,6.7
14.02.2024 23:00,63,1.91,6.7
14.02.2024 22:00,63,1.91,6.7
14.02.2024 21:00,63,1.91,6.7
14.02.2024 20:00,64,1.98,6.7
14.02.2024 19:00,64,1.98,6.7
14.02.2024 18:00,64,1.98,6.7
14.02.2024 17:00,65,2.05,6.7
14.02.2024 16:00,66,2.12,6.7
14.02.2024 15:00,64,1.98,6.7
14.02.2024 14:00,65,2.05,6.7
14.02.2024 13:00,65,2.05,6.7
14.02.2024 12:00,66,2.12,6.6
14.02.2024 11:00,65,2.05,6.6
14.02.2024 10:00,63,1.91,6.6
14.02.2024 09:00,57,1.48,6.6
14.02.2024 08:00,65,2.05,6.6
14.02.2024 07:00,66,2.12,6.6
14.02.2024 06:00,66,2.12,6.6
