Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
02.07.2024 07:00,25,0.0849,22.9
02.07.2024 06:50,25,0.0849,22.9
02.07.2024 06:40,25,0.0849,22.9
02.07.2024 06:30,25,0.0849,22.9
02.07.2024 06:20,25,0.0849,22.9
02.07.2024 06:10,25,0.0849,23
02.07.2024 06:00,25,0.0849,23
02.07.2024 05:00,24,0.0744,23.1
02.07.2024 04:00,24,0.0744,23.3
02.07.2024 03:00,24,0.0744,23.5
02.07.2024 02:00,24,0.0744,23.6
02.07.2024 01:00,24,0.0744,23.8
02.07.2024 00:00,24,0.0744,23.9
01.07.2024 23:00,24,0.0744,24.1
01.07.2024 22:00,24,0.0744,24.3
01.07.2024 21:00,24,0.0744,24.5
01.07.2024 20:00,24,0.0744,24.7
01.07.2024 19:00,24,0.0744,24.8
01.07.2024 18:00,24,0.0744,24.9
01.07.2024 17:00,24,0.0744,24.9
01.07.2024 16:00,24,0.0744,24.8
01.07.2024 15:00,24,0.0744,24.7
01.07.2024 14:00,24,0.0744,24.5
01.07.2024 13:00,24,0.0744,24.3
01.07.2024 12:00,23,0.0643,24.1
01.07.2024 11:00,23,0.0643,24.1
01.07.2024 10:00,24,0.0744,24.1
01.07.2024 09:00,26,0.0964,24.1
01.07.2024 08:00,27,0.109,24.2
01.07.2024 07:00,28,0.124,24.3
