Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
22.05.2024 07:00,26,0.0941,17.1
22.05.2024 06:50,26,0.0941,17.1
22.05.2024 06:40,26,0.0941,17
22.05.2024 06:30,26,0.0941,17
22.05.2024 06:20,26,0.0941,17
22.05.2024 06:10,26,0.0941,17
22.05.2024 06:00,26,0.0941,17
22.05.2024 05:00,26,0.0941,16.8
22.05.2024 04:00,26,0.0941,16.6
22.05.2024 03:00,26,0.0941,16.3
22.05.2024 02:00,26,0.0941,16
22.05.2024 01:00,26,0.0941,15.6
22.05.2024 00:00,26,0.0941,15.3
21.05.2024 23:00,26,0.0941,15.4
21.05.2024 22:00,41,0.495,15.6
21.05.2024 21:00,41,0.495,15.8
21.05.2024 20:00,41,0.495,16.1
21.05.2024 19:00,41,0.495,16.4
21.05.2024 18:00,41,0.495,16.9
21.05.2024 17:00,41,0.495,17.5
21.05.2024 16:00,41,0.495,18
21.05.2024 15:00,30,0.158,18.1
21.05.2024 14:00,26,0.0941,18
21.05.2024 13:00,26,0.0941,17.9
21.05.2024 12:00,26,0.0941,17.7
21.05.2024 11:00,26,0.0941,17.5
21.05.2024 10:00,26,0.0941,17.4
21.05.2024 09:00,26,0.0941,17.3
21.05.2024 08:00,26,0.0941,17.2
21.05.2024 07:00,26,0.0941,17.2
