Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
07.12.2024 06:10,49,0.936,4.8
07.12.2024 06:00,49,0.936,4.8
07.12.2024 05:50,50,1,4.8
07.12.2024 05:40,49,0.936,4.8
07.12.2024 05:30,49,0.936,4.8
07.12.2024 05:20,50,1,4.8
07.12.2024 05:10,49,0.936,4.8
07.12.2024 05:00,50,1,4.8
07.12.2024 04:00,50,1,4.8
07.12.2024 03:00,50,1,4.8
07.12.2024 02:00,50,1,4.8
07.12.2024 01:00,49,0.936,4.8
07.12.2024 00:00,50,1,4.8
06.12.2024 23:00,49,0.936,4.7
06.12.2024 22:00,49,0.936,4.7
06.12.2024 21:00,49,0.936,4.7
06.12.2024 20:00,48,0.873,4.7
06.12.2024 19:00,47,0.811,4.7
06.12.2024 18:00,46,0.751,4.7
06.12.2024 17:00,45,0.691,4.7
06.12.2024 16:00,44,0.632,4.8
06.12.2024 15:00,41,0.478,4.8
06.12.2024 14:00,39,0.396,4.8
06.12.2024 13:00,38,0.362,4.7
06.12.2024 12:00,37,0.331,4.7
06.12.2024 11:00,37,0.331,4.7
06.12.2024 10:00,37,0.331,4.7
06.12.2024 09:00,36,0.301,4.7
06.12.2024 08:00,35,0.273,4.7
06.12.2024 07:00,35,0.273,4.7
06.12.2024 06:00,35,0.273,4.7
