Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
10.02.2024 06:00,58,1.55,5.7
10.02.2024 05:50,58,1.55,5.7
10.02.2024 05:40,57,1.48,5.7
10.02.2024 05:30,57,1.48,5.7
10.02.2024 05:20,58,1.55,5.7
10.02.2024 05:10,59,1.62,5.7
10.02.2024 05:00,58,1.55,5.7
10.02.2024 04:00,58,1.55,5.7
10.02.2024 03:00,58,1.55,5.7
10.02.2024 02:00,58,1.55,5.6
10.02.2024 01:00,58,1.55,5.6
10.02.2024 00:00,58,1.55,5.6
09.02.2024 23:00,59,1.62,5.6
09.02.2024 22:00,58,1.55,5.6
09.02.2024 21:00,58,1.55,5.6
09.02.2024 20:00,59,1.62,5.6
09.02.2024 19:00,59,1.62,5.6
09.02.2024 18:00,59,1.62,5.6
09.02.2024 17:00,60,1.69,5.6
09.02.2024 16:00,59,1.62,5.5
09.02.2024 15:00,61,1.77,5.5
09.02.2024 14:00,59,1.62,5.5
09.02.2024 13:00,60,1.69,5.5
09.02.2024 12:00,59,1.62,5.4
09.02.2024 11:00,60,1.69,5.4
09.02.2024 10:00,57,1.48,5.4
09.02.2024 09:00,25,0.0822,5.3
09.02.2024 08:00,58,1.55,5.3
09.02.2024 07:00,57,1.48,5.3
09.02.2024 06:00,56,1.41,5.2
