Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
10.04.2024 07:00,33,0.226,14.7
10.04.2024 06:50,33,0.226,14.7
10.04.2024 06:40,33,0.226,14.7
10.04.2024 06:30,33,0.226,14.7
10.04.2024 06:20,33,0.226,14.7
10.04.2024 06:10,33,0.226,14.7
10.04.2024 06:00,33,0.226,14.7
10.04.2024 05:00,33,0.226,14.8
10.04.2024 04:00,34,0.252,15
10.04.2024 03:00,34,0.252,15.3
10.04.2024 02:00,33,0.226,15.6
10.04.2024 01:00,33,0.226,16.1
10.04.2024 00:00,34,0.252,16.5
09.04.2024 23:00,34,0.252,16.9
09.04.2024 22:00,34,0.252,17.3
09.04.2024 21:00,34,0.252,17.6
09.04.2024 20:00,34,0.252,17.8
09.04.2024 19:00,34,0.252,17.9
09.04.2024 18:00,34,0.252,17.8
09.04.2024 17:00,35,0.28,17.6
09.04.2024 16:00,35,0.28,17.5
09.04.2024 15:00,35,0.28,17.3
09.04.2024 14:00,35,0.28,17.1
09.04.2024 13:00,35,0.28,17
09.04.2024 12:00,35,0.28,16.9
09.04.2024 11:00,29,0.139,16.7
09.04.2024 10:00,15,0.00768,16.7
09.04.2024 09:00,18,0.0215,16.7
09.04.2024 08:00,33,0.226,16.8
09.04.2024 07:00,34,0.252,16.9
