Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
07.01.2024 06:00,62,1.84,6
07.01.2024 05:50,62,1.84,6
07.01.2024 05:40,63,1.91,6
07.01.2024 05:30,63,1.91,6
07.01.2024 05:20,63,1.91,6
07.01.2024 05:10,64,1.98,6
07.01.2024 05:00,62,1.84,6
07.01.2024 04:00,62,1.84,6
07.01.2024 03:00,63,1.91,6
07.01.2024 02:00,65,2.05,6
07.01.2024 01:00,64,1.98,6
07.01.2024 00:00,64,1.98,6
06.01.2024 23:00,65,2.05,6
06.01.2024 22:00,65,2.05,6
06.01.2024 21:00,64,1.98,6.1
06.01.2024 20:00,65,2.05,6.1
06.01.2024 19:00,65,2.05,6.1
06.01.2024 18:00,66,2.12,6.1
06.01.2024 17:00,66,2.12,6.1
06.01.2024 16:00,65,2.05,6.1
06.01.2024 15:00,66,2.12,6.1
06.01.2024 14:00,67,2.19,6.1
06.01.2024 13:00,66,2.12,6.1
06.01.2024 12:00,68,2.26,6.1
06.01.2024 11:00,66,2.12,6.1
06.01.2024 10:00,67,2.19,6.1
06.01.2024 09:00,69,2.33,6.1
06.01.2024 08:00,69,2.33,6.1
06.01.2024 07:00,69,2.33,6.1
06.01.2024 06:00,70,2.4,6.1
