Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
30.09.2024 07:00,41,0.478,14.7
30.09.2024 06:50,41,0.478,14.7
30.09.2024 06:40,41,0.478,14.7
30.09.2024 06:30,41,0.478,14.7
30.09.2024 06:20,41,0.478,14.7
30.09.2024 06:10,41,0.478,14.7
30.09.2024 06:00,42,0.525,14.7
30.09.2024 05:00,41,0.478,14.7
30.09.2024 04:00,42,0.525,14.7
30.09.2024 03:00,41,0.478,14.8
30.09.2024 02:00,41,0.478,14.8
30.09.2024 01:00,42,0.525,14.8
30.09.2024 00:00,41,0.478,14.9
29.09.2024 23:00,42,0.525,15
29.09.2024 22:00,42,0.525,15
29.09.2024 21:00,41,0.478,15
29.09.2024 20:00,42,0.525,15.1
29.09.2024 19:00,42,0.525,15.1
29.09.2024 18:00,41,0.478,15.1
29.09.2024 17:00,42,0.525,15.1
29.09.2024 16:00,41,0.478,15.1
29.09.2024 15:00,42,0.525,15.1
29.09.2024 14:00,42,0.525,15.2
29.09.2024 13:00,42,0.525,15.2
29.09.2024 12:00,42,0.525,15.2
29.09.2024 11:00,42,0.525,15.2
29.09.2024 10:00,42,0.525,15.2
29.09.2024 09:00,42,0.525,15.2
29.09.2024 08:00,42,0.525,15.2
29.09.2024 07:00,42,0.525,15.2
