Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.01.2024 06:00,41,0.521,3.9
16.01.2024 05:50,41,0.521,3.9
16.01.2024 05:40,42,0.567,3.9
16.01.2024 05:30,41,0.521,4
16.01.2024 05:20,41,0.521,4
16.01.2024 05:10,41,0.521,4
16.01.2024 05:00,41,0.521,4
16.01.2024 04:00,42,0.567,4
16.01.2024 03:00,42,0.567,4
16.01.2024 02:00,42,0.567,4
16.01.2024 01:00,42,0.567,4
16.01.2024 00:00,42,0.567,4
15.01.2024 23:00,42,0.567,4
15.01.2024 22:00,42,0.567,4
15.01.2024 21:00,42,0.567,4
15.01.2024 20:00,42,0.567,4
15.01.2024 19:00,42,0.567,4
15.01.2024 18:00,42,0.567,4
15.01.2024 17:00,42,0.567,4
15.01.2024 16:00,42,0.567,4
15.01.2024 15:00,42,0.567,4
15.01.2024 14:00,43,0.616,4
15.01.2024 13:00,43,0.616,4
15.01.2024 12:00,43,0.616,4
15.01.2024 11:00,43,0.616,4
15.01.2024 10:00,43,0.616,4
15.01.2024 09:00,30,0.155,4
15.01.2024 08:00,42,0.567,4
15.01.2024 07:00,42,0.567,4
15.01.2024 06:00,42,0.567,4
