Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
08.04.2024 07:10,34,0.252,15.1
08.04.2024 07:00,34,0.252,15.1
08.04.2024 06:50,34,0.252,15.1
08.04.2024 06:40,34,0.252,15.1
08.04.2024 06:30,34,0.252,15.1
08.04.2024 06:20,34,0.252,15.1
08.04.2024 06:10,34,0.252,15.1
08.04.2024 06:00,34,0.252,15.2
08.04.2024 05:00,34,0.252,15.1
08.04.2024 04:00,34,0.252,15.1
08.04.2024 03:00,34,0.252,15.1
08.04.2024 02:00,34,0.252,15
08.04.2024 01:00,34,0.252,14.9
08.04.2024 00:00,34,0.252,14.8
07.04.2024 23:00,34,0.252,14.8
07.04.2024 22:00,34,0.252,14.9
07.04.2024 21:00,34,0.252,15
07.04.2024 20:00,34,0.252,15.2
07.04.2024 19:00,34,0.252,15.3
07.04.2024 18:00,34,0.252,15.5
07.04.2024 17:00,34,0.252,15.5
07.04.2024 16:00,34,0.252,15.3
07.04.2024 15:00,34,0.252,15.1
07.04.2024 14:00,34,0.252,14.8
07.04.2024 13:00,34,0.252,14.6
07.04.2024 12:00,34,0.252,14.5
07.04.2024 11:00,34,0.252,14.4
07.04.2024 10:00,35,0.28,14.3
07.04.2024 09:00,34,0.252,14.3
07.04.2024 08:00,34,0.252,14.3
07.04.2024 07:00,34,0.252,14.4
