Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.02.2024 06:00,55,1.34,7
16.02.2024 05:50,56,1.41,7
16.02.2024 05:40,56,1.41,7
16.02.2024 05:30,55,1.34,7
16.02.2024 05:20,56,1.41,7
16.02.2024 05:10,55,1.34,7
16.02.2024 05:00,56,1.41,7
16.02.2024 04:00,56,1.41,7
16.02.2024 03:00,57,1.48,7
16.02.2024 02:00,56,1.41,7
16.02.2024 01:00,56,1.41,6.9
16.02.2024 00:00,57,1.48,6.9
15.02.2024 23:00,57,1.48,6.9
15.02.2024 22:00,57,1.48,6.9
15.02.2024 21:00,57,1.48,6.9
15.02.2024 20:00,59,1.62,6.9
15.02.2024 19:00,57,1.48,7
15.02.2024 18:00,58,1.55,7
15.02.2024 17:00,58,1.55,7
15.02.2024 16:00,59,1.62,7
15.02.2024 15:00,59,1.62,7
15.02.2024 14:00,59,1.62,6.9
15.02.2024 13:00,60,1.69,6.9
15.02.2024 12:00,60,1.69,6.9
15.02.2024 11:00,61,1.77,6.9
15.02.2024 10:00,61,1.77,6.8
15.02.2024 09:00,61,1.77,6.8
15.02.2024 08:00,60,1.69,6.8
15.02.2024 07:00,61,1.77,6.8
15.02.2024 06:00,61,1.77,6.8
