Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
11.03.2025 06:10,29,0.141,6.6
11.03.2025 06:00,29,0.141,6.6
11.03.2025 05:50,29,0.141,6.6
11.03.2025 05:40,29,0.141,6.6
11.03.2025 05:30,29,0.141,6.6
11.03.2025 05:20,29,0.141,6.5
11.03.2025 05:10,29,0.141,6.5
11.03.2025 05:00,29,0.141,6.5
11.03.2025 04:00,29,0.141,6.6
11.03.2025 03:00,29,0.141,6.7
11.03.2025 02:00,29,0.141,6.8
11.03.2025 01:00,29,0.141,7
11.03.2025 00:00,29,0.141,7.3
10.03.2025 23:00,29,0.141,7.7
10.03.2025 22:00,29,0.141,8
10.03.2025 21:00,29,0.141,8.3
10.03.2025 20:00,29,0.141,8.4
10.03.2025 19:00,29,0.141,8.5
10.03.2025 18:00,29,0.141,8.5
10.03.2025 17:00,29,0.141,8.4
10.03.2025 16:00,29,0.141,8.5
10.03.2025 15:00,29,0.141,8.5
10.03.2025 14:00,29,0.141,8.4
10.03.2025 13:00,29,0.141,8.2
10.03.2025 12:00,30,0.159,7.8
10.03.2025 11:00,26,0.0964,7.6
10.03.2025 10:00,26,0.0964,7.4
10.03.2025 09:00,27,0.109,7.3
10.03.2025 08:00,27,0.109,7.2
10.03.2025 07:00,27,0.109,7.2
10.03.2025 06:00,27,0.109,7.3
