Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
04.06.2024 07:10,25,0.0822,17.4
04.06.2024 07:00,25,0.0822,17.4
04.06.2024 06:50,25,0.0822,17.4
04.06.2024 06:40,25,0.0822,17.4
04.06.2024 06:30,25,0.0822,17.4
04.06.2024 06:20,25,0.0822,17.4
04.06.2024 06:10,25,0.0822,17.3
04.06.2024 06:00,25,0.0822,17.3
04.06.2024 05:00,25,0.0822,17.3
04.06.2024 04:00,25,0.0822,17.2
04.06.2024 03:00,25,0.0822,17.1
04.06.2024 02:00,25,0.0822,17
04.06.2024 01:00,25,0.0822,17
04.06.2024 00:00,39,0.412,17
03.06.2024 23:00,40,0.452,17
03.06.2024 22:00,40,0.452,17
03.06.2024 21:00,40,0.452,17
03.06.2024 20:00,39,0.412,17
03.06.2024 19:00,40,0.452,17.1
03.06.2024 18:00,39,0.412,17.1
03.06.2024 17:00,40,0.452,17.1
03.06.2024 16:00,40,0.452,17.1
03.06.2024 15:00,40,0.452,17
03.06.2024 14:00,40,0.452,17
03.06.2024 13:00,40,0.452,17
03.06.2024 12:00,40,0.452,17
03.06.2024 11:00,40,0.452,17
03.06.2024 10:00,39,0.412,17
03.06.2024 09:00,33,0.226,17
03.06.2024 08:00,41,0.495,17
03.06.2024 07:00,41,0.495,17
