Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
11.06.2024 07:10,24,0.0711,19.8
11.06.2024 07:00,24,0.0711,19.8
11.06.2024 06:50,24,0.0711,19.8
11.06.2024 06:40,25,0.0822,19.7
11.06.2024 06:30,24,0.0711,19.7
11.06.2024 06:20,24,0.0711,19.7
11.06.2024 06:10,24,0.0711,19.7
11.06.2024 06:00,24,0.0711,19.7
11.06.2024 05:00,24,0.0711,19.6
11.06.2024 04:00,24,0.0711,19.4
11.06.2024 03:00,24,0.0711,19.2
11.06.2024 02:00,24,0.0711,18.9
11.06.2024 01:00,24,0.0711,18.6
11.06.2024 00:00,24,0.0711,18.6
10.06.2024 23:00,46,0.761,18.7
10.06.2024 22:00,46,0.761,18.8
10.06.2024 21:00,46,0.761,19
10.06.2024 20:00,46,0.761,19.2
10.06.2024 19:00,46,0.761,19.5
10.06.2024 18:00,45,0.703,19.9
10.06.2024 17:00,44,0.647,20.5
10.06.2024 16:00,43,0.593,20.8
10.06.2024 15:00,25,0.0822,20.7
10.06.2024 14:00,25,0.0822,20.5
10.06.2024 13:00,25,0.0822,20.5
10.06.2024 12:00,25,0.0822,20.5
10.06.2024 11:00,25,0.0822,20.6
10.06.2024 10:00,25,0.0822,20.6
10.06.2024 09:00,25,0.0822,20.6
10.06.2024 08:00,25,0.0822,20.7
10.06.2024 07:00,25,0.0822,20.7
