Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
06.01.2024 11:40,66,2.12,6.1
06.01.2024 11:30,67,2.19,6.1
06.01.2024 11:20,68,2.26,6.1
06.01.2024 11:10,67,2.19,6.1
06.01.2024 11:00,66,2.12,6.1
06.01.2024 10:50,67,2.19,6.1
06.01.2024 10:00,67,2.19,6.1
06.01.2024 09:00,69,2.33,6.1
06.01.2024 08:00,69,2.33,6.1
06.01.2024 07:00,69,2.33,6.1
06.01.2024 06:00,70,2.4,6.1
06.01.2024 05:00,71,2.47,6.2
06.01.2024 04:00,71,2.47,6.2
06.01.2024 03:00,70,2.4,6.2
06.01.2024 02:00,72,2.54,6.2
06.01.2024 01:00,71,2.47,6.2
06.01.2024 00:00,72,2.54,6.2
05.01.2024 23:00,72,2.54,6.2
05.01.2024 22:00,72,2.54,6.2
05.01.2024 21:00,73,2.61,6.2
05.01.2024 20:00,72,2.54,6.2
05.01.2024 19:00,73,2.61,6.2
05.01.2024 18:00,73,2.61,6.2
05.01.2024 17:00,72,2.54,6.1
05.01.2024 16:00,73,2.61,6.1
05.01.2024 15:00,73,2.61,6
05.01.2024 14:00,72,2.54,6
05.01.2024 13:00,73,2.61,5.9
05.01.2024 12:00,73,2.61,5.9
05.01.2024 11:00,72,2.54,5.9
