Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.11.2024 06:10,34,0.247,7.8
16.11.2024 06:00,34,0.247,7.8
16.11.2024 05:50,34,0.247,7.8
16.11.2024 05:40,34,0.247,7.8
16.11.2024 05:30,34,0.247,7.8
16.11.2024 05:20,34,0.247,7.8
16.11.2024 05:10,34,0.247,7.8
16.11.2024 05:00,34,0.247,7.8
16.11.2024 04:00,34,0.247,7.8
16.11.2024 03:00,34,0.247,7.8
16.11.2024 02:00,34,0.247,7.9
16.11.2024 01:00,34,0.247,7.9
16.11.2024 00:00,34,0.247,7.9
15.11.2024 23:00,34,0.247,7.9
15.11.2024 22:00,34,0.247,7.9
15.11.2024 21:00,34,0.247,7.9
15.11.2024 20:00,34,0.247,7.9
15.11.2024 19:00,34,0.247,7.9
15.11.2024 18:00,34,0.247,7.9
15.11.2024 17:00,34,0.247,7.9
15.11.2024 16:00,34,0.247,8
15.11.2024 15:00,34,0.247,8
15.11.2024 14:00,34,0.247,8
15.11.2024 13:00,34,0.247,8
15.11.2024 12:00,35,0.273,8
15.11.2024 11:00,35,0.273,7.9
15.11.2024 10:00,35,0.273,7.9
15.11.2024 09:00,35,0.273,7.9
15.11.2024 08:00,35,0.273,7.9
15.11.2024 07:00,35,0.273,7.9
15.11.2024 06:00,35,0.273,7.9
