Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
03.05.2024 07:00,27,0.107,16.4
03.05.2024 06:50,27,0.107,16.4
03.05.2024 06:40,27,0.107,16.4
03.05.2024 06:30,27,0.107,16.4
03.05.2024 06:20,27,0.107,16.5
03.05.2024 06:10,27,0.107,16.5
03.05.2024 06:00,27,0.107,16.5
03.05.2024 05:00,27,0.107,16.5
03.05.2024 04:00,27,0.107,16.6
03.05.2024 03:00,27,0.107,16.7
03.05.2024 02:00,27,0.107,16.7
03.05.2024 01:00,27,0.107,16.8
03.05.2024 00:00,27,0.107,16.9
02.05.2024 23:00,27,0.107,16.9
02.05.2024 22:00,27,0.107,17
02.05.2024 21:00,27,0.107,17.1
02.05.2024 20:00,27,0.107,17.2
02.05.2024 19:00,27,0.107,17.2
02.05.2024 18:00,27,0.107,17.3
02.05.2024 17:00,27,0.107,17.2
02.05.2024 16:00,27,0.107,17.2
02.05.2024 15:00,27,0.107,17
02.05.2024 14:00,27,0.107,16.9
02.05.2024 13:00,27,0.107,16.7
02.05.2024 12:00,27,0.107,16.5
02.05.2024 11:00,27,0.107,16.4
02.05.2024 10:00,27,0.107,16.3
02.05.2024 09:00,23,0.0608,16.3
02.05.2024 08:00,28,0.122,16.4
02.05.2024 07:00,28,0.122,16.4
