Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
23.08.2024 07:00,39,0.396,22.4
23.08.2024 06:50,39,0.396,22.4
23.08.2024 06:40,39,0.396,22.4
23.08.2024 06:30,39,0.396,22.4
23.08.2024 06:20,39,0.396,22.4
23.08.2024 06:10,39,0.396,22.4
23.08.2024 06:00,39,0.396,22.4
23.08.2024 05:00,39,0.396,22.6
23.08.2024 04:00,39,0.396,22.7
23.08.2024 03:00,40,0.435,22.8
23.08.2024 02:00,40,0.435,22.9
23.08.2024 01:00,40,0.435,23
23.08.2024 00:00,40,0.435,23.1
22.08.2024 23:00,40,0.435,23.2
22.08.2024 22:00,40,0.435,23.3
22.08.2024 21:00,40,0.435,23.4
22.08.2024 20:00,40,0.435,23.4
22.08.2024 19:00,40,0.435,23.3
22.08.2024 18:00,41,0.478,23.3
22.08.2024 17:00,40,0.435,23.4
22.08.2024 16:00,40,0.435,23.3
22.08.2024 15:00,41,0.478,23.3
22.08.2024 14:00,41,0.478,23.1
22.08.2024 13:00,41,0.478,22.8
22.08.2024 12:00,41,0.478,22.7
22.08.2024 11:00,41,0.478,22.6
22.08.2024 10:00,41,0.478,22.5
22.08.2024 09:00,42,0.525,22.4
22.08.2024 08:00,42,0.525,22.4
22.08.2024 07:00,42,0.525,22.4
