Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
28.02.2024 06:00,47,0.82,7.1
28.02.2024 05:50,47,0.82,7.1
28.02.2024 05:40,47,0.82,7.1
28.02.2024 05:30,46,0.761,7.2
28.02.2024 05:20,47,0.82,7.2
28.02.2024 05:10,48,0.88,7.2
28.02.2024 05:00,46,0.761,7.2
28.02.2024 04:00,47,0.82,7.2
28.02.2024 03:00,48,0.88,7.2
28.02.2024 02:00,48,0.88,7.2
28.02.2024 01:00,47,0.82,7.2
28.02.2024 00:00,48,0.88,7.3
27.02.2024 23:00,48,0.88,7.3
27.02.2024 22:00,49,0.942,7.3
27.02.2024 21:00,48,0.88,7.3
27.02.2024 20:00,47,0.82,7.3
27.02.2024 19:00,47,0.82,7.3
27.02.2024 18:00,46,0.761,7.3
27.02.2024 17:00,46,0.761,7.3
27.02.2024 16:00,46,0.761,7.3
27.02.2024 15:00,46,0.761,7.3
27.02.2024 14:00,46,0.761,7.3
27.02.2024 13:00,47,0.82,7.2
27.02.2024 12:00,47,0.82,7.2
27.02.2024 11:00,46,0.761,7.2
27.02.2024 10:00,47,0.82,7.2
27.02.2024 09:00,47,0.82,7.3
27.02.2024 08:00,47,0.82,7.3
27.02.2024 07:00,47,0.82,7.3
27.02.2024 06:00,47,0.82,7.3
