Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
24.04.2024 07:00,28,0.122,11.4
24.04.2024 06:50,28,0.122,11.4
24.04.2024 06:40,28,0.122,11.4
24.04.2024 06:30,28,0.122,11.4
24.04.2024 06:20,28,0.122,11.4
24.04.2024 06:10,28,0.122,11.4
24.04.2024 06:00,28,0.122,11.5
24.04.2024 05:00,28,0.122,11.5
24.04.2024 04:00,28,0.122,11.6
24.04.2024 03:00,28,0.122,11.6
24.04.2024 02:00,28,0.122,11.6
24.04.2024 01:00,28,0.122,11.7
24.04.2024 00:00,28,0.122,11.7
23.04.2024 23:00,28,0.122,11.7
23.04.2024 22:00,28,0.122,11.8
23.04.2024 21:00,28,0.122,11.8
23.04.2024 20:00,28,0.122,11.8
23.04.2024 19:00,28,0.122,11.7
23.04.2024 18:00,28,0.122,11.7
23.04.2024 17:00,28,0.122,11.6
23.04.2024 16:00,28,0.122,11.5
23.04.2024 15:00,28,0.122,11.4
23.04.2024 14:00,28,0.122,11.3
23.04.2024 13:00,31,0.179,11.2
23.04.2024 12:00,31,0.179,11.1
23.04.2024 11:00,31,0.179,11
23.04.2024 10:00,31,0.179,10.9
23.04.2024 09:00,31,0.179,10.9
23.04.2024 08:00,31,0.179,10.9
23.04.2024 07:00,31,0.179,11
