Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
06.07.2024 07:00,25,0.0849,20.5
06.07.2024 06:50,25,0.0849,20.5
06.07.2024 06:40,25,0.0849,20.5
06.07.2024 06:30,25,0.0849,20.5
06.07.2024 06:20,25,0.0849,20.5
06.07.2024 06:10,25,0.0849,20.5
06.07.2024 06:00,25,0.0849,20.5
06.07.2024 05:00,25,0.0849,20.6
06.07.2024 04:00,25,0.0849,20.7
06.07.2024 03:00,25,0.0849,20.8
06.07.2024 02:00,25,0.0849,21
06.07.2024 01:00,25,0.0849,21.1
06.07.2024 00:00,25,0.0849,21.2
05.07.2024 23:00,25,0.0849,21.3
05.07.2024 22:00,25,0.0849,21.4
05.07.2024 21:00,25,0.0849,21.5
05.07.2024 20:00,25,0.0849,21.5
05.07.2024 19:00,25,0.0849,21.5
05.07.2024 18:00,25,0.0849,21.5
05.07.2024 17:00,25,0.0849,21.5
05.07.2024 16:00,24,0.0744,21.5
05.07.2024 15:00,25,0.0849,21.4
05.07.2024 14:00,25,0.0849,21.3
05.07.2024 13:00,25,0.0849,21.1
05.07.2024 12:00,25,0.0849,20.9
05.07.2024 11:00,25,0.0849,20.7
05.07.2024 10:00,25,0.0849,20.6
05.07.2024 09:00,25,0.0849,20.6
05.07.2024 08:00,25,0.0849,20.6
05.07.2024 07:00,25,0.0849,20.7
