Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
21.02.2024 06:00,50,1,7.4
21.02.2024 05:50,50,1,7.4
21.02.2024 05:40,50,1,7.4
21.02.2024 05:30,50,1,7.4
21.02.2024 05:20,49,0.942,7.5
21.02.2024 05:10,50,1,7.5
21.02.2024 05:00,50,1,7.4
21.02.2024 04:00,50,1,7.5
21.02.2024 03:00,50,1,7.5
21.02.2024 02:00,50,1,7.5
21.02.2024 01:00,50,1,7.5
21.02.2024 00:00,50,1,7.5
20.02.2024 23:00,50,1,7.4
20.02.2024 22:00,50,1,7.4
20.02.2024 21:00,50,1,7.4
20.02.2024 20:00,50,1,7.4
20.02.2024 19:00,50,1,7.4
20.02.2024 18:00,50,1,7.3
20.02.2024 17:00,50,1,7.3
20.02.2024 16:00,51,1.07,7.3
20.02.2024 15:00,51,1.07,7.4
20.02.2024 14:00,51,1.07,7.4
20.02.2024 13:00,51,1.07,7.4
20.02.2024 12:00,51,1.07,7.4
20.02.2024 11:00,51,1.07,7.4
20.02.2024 10:00,51,1.07,7.4
20.02.2024 09:00,51,1.07,7.4
20.02.2024 08:00,52,1.13,7.4
20.02.2024 07:00,52,1.13,7.4
20.02.2024 06:00,51,1.07,7.4
