Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
28.05.2024 07:00,26,0.0941,18.6
28.05.2024 06:50,26,0.0941,18.6
28.05.2024 06:40,26,0.0941,18.6
28.05.2024 06:30,26,0.0941,18.6
28.05.2024 06:20,26,0.0941,18.5
28.05.2024 06:10,26,0.0941,18.5
28.05.2024 06:00,26,0.0941,18.5
28.05.2024 05:00,26,0.0941,18.3
28.05.2024 04:00,26,0.0941,18.1
28.05.2024 03:00,26,0.0941,17.8
28.05.2024 02:00,26,0.0941,17.4
28.05.2024 01:00,26,0.0941,17.1
28.05.2024 00:00,26,0.0941,17.1
27.05.2024 23:00,39,0.412,17.2
27.05.2024 22:00,40,0.452,17.4
27.05.2024 21:00,40,0.452,17.6
27.05.2024 20:00,40,0.452,17.9
27.05.2024 19:00,40,0.452,18.3
27.05.2024 18:00,40,0.452,18.8
27.05.2024 17:00,40,0.452,19.3
27.05.2024 16:00,40,0.452,19.7
27.05.2024 15:00,33,0.226,19.5
27.05.2024 14:00,26,0.0941,19.2
27.05.2024 13:00,26,0.0941,18.9
27.05.2024 12:00,26,0.0941,18.7
27.05.2024 11:00,26,0.0941,18.5
27.05.2024 10:00,26,0.0941,18.3
27.05.2024 09:00,26,0.0941,18.2
27.05.2024 08:00,26,0.0941,18.1
27.05.2024 07:00,26,0.0941,18
